track,reference,stat,lo,hi
D_BED_start_codon,all,mad,-0.011926773935556412,0.013083573430776596
D_BED_start_codon,benign,std,-0.030619784345853288,0.03407818885065081
D_BED_start_codon,benign,mad,-0.011152056977152824,0.01336582936346531
D_BED_stop_codon,all,std,-0.025177286730227226,0.0331262649784451
D_BED_stop_codon,all,mad,-0.012101622298359871,0.020260559394955635
D_BED_stop_codon,benign,std,-0.024014688206065407,0.029052743774515326
D_BED_stop_codon,benign,mad,-0.012726742774248123,0.01893017068505287
D_BED_ORF,all,std,-0.057771308844477065,0.04306762045934816
D_BED_ORF,all,mad,-0.010824471712112427,0.007712572813034058
D_BED_ORF,benign,std,-0.027781898324129462,0.02470520413517154
D_BED_ORF,benign,mad,-0.009852677583694458,0.008282750844955444
D_BW_ENCSR391NPE,all,std,-0.010428550907995052,0.01090635201988635
D_BW_ENCSR391NPE,all,mad,-0.004373699426651001,0.0043739378452301025
D_BW_ENCSR391NPE,benign,std,-0.008663453817078509,0.009179072393531792
D_BW_ENCSR391NPE,benign,mad,-0.003796309232711792,0.003796309232711792
D_BW_ENCSR777CQW,all,std,-0.010380255405100127,0.010939887726820684
D_BW_ENCSR777CQW,all,mad,-0.004400104284286499,0.004400342702865601
D_BW_ENCSR777CQW,benign,std,-0.00861466755622492,0.009205288637652551
D_BW_ENCSR777CQW,benign,mad,-0.0037857890129089355,0.003786027431488037
D_BW_ENCSR932KWJ,all,std,-0.014617487421091478,0.016092070842379846
D_BW_ENCSR932KWJ,all,mad,-0.005356162786483765,0.005883723497390747
D_BW_ENCSR932KWJ,benign,std,-0.01369973838124895,0.014654416380013852
D_BW_ENCSR932KWJ,benign,mad,-0.005020081996917725,0.005324840545654297
D_BW_ENCSR000ELW,all,std,-0.01494003215020893,0.016135556880754437
D_BW_ENCSR000ELW,all,mad,-0.006228536367416382,0.0063648521900177
D_BW_ENCSR000ELW,benign,std,-0.014079926918889558,0.015214088633704225
D_BW_ENCSR000ELW,benign,mad,-0.0059326887130737305,0.006116271018981934
D_BW_ENCSR000AUI,all,std,-0.012591637576912474,0.013742740172580195
D_BW_ENCSR000AUI,all,mad,-0.005247920751571655,0.005296617746353149
D_BW_ENCSR000AUI,benign,std,-0.010814676688699901,0.01138452092187451
D_BW_ENCSR000AUI,benign,mad,-0.0043846070766448975,0.004388779401779175
D_BW_ENCSR000AVF,all,std,-0.01037577129534475,0.011610944633497712
D_BW_ENCSR000AVF,all,mad,-0.004654675722122192,0.004704922437667847
D_BW_ENCSR000AVF,benign,std,-0.008944805645658232,0.009512973453622411
D_BW_ENCSR000AVF,benign,mad,-0.003920853137969971,0.0039212703704833984
D_BW_ENCSR000AUK,all,std,-0.007329138745791195,0.008623094780493525
D_BW_ENCSR000AUK,all,mad,-0.003238171339035034,0.0038803517818450928
D_BW_ENCSR000AUK,benign,std,-0.00665096028497113,0.0072317606032815335
D_BW_ENCSR000AUK,benign,mad,-0.003044813871383667,0.003349810838699341
D_BW_ENCSR000AUM,all,std,-0.01102995507296351,0.012529105957099837
D_BW_ENCSR000AUM,all,mad,-0.004697322845458984,0.0052255988121032715
